"","reviewid","title","artist","url","score","best_new_music","author","author_type","pub_date","pub_weekday","pub_day","pub_month","pub_year","year","review_release_years"
"158",16806,"swing lo magellan","dirty projectors","http://pitchfork.com/reviews/albums/16806-swing-lo-magellan/",8.8,1,"grayson currin","contributor",2012-07-09,0,9,7,2012,2012,0
"159",13159,"bitte orca","dirty projectors","http://pitchfork.com/reviews/albums/13159-bitte-orca/",9.2,1,"paul thompson","contributor",2009-06-09,1,9,6,2009,2009,0
"160",18091,"settle","disclosure","http://pitchfork.com/reviews/albums/18091-disclosure-settle/",9.1,1,"larry fitzmaurice","contributor",2013-06-04,1,4,6,2013,2013,0
"161",2345,"boy in da corner","dizzee rascal","http://pitchfork.com/reviews/albums/2345-boy-in-da-corner/",9.4,1,"scott plagenhoef","contributor",2003-07-06,6,6,7,2003,2003,0
"162",17793,"amygdala","dj koze","http://pitchfork.com/reviews/albums/17793-dj-koze-amygdala/",8.6,1,"andrew ryce","contributor",2013-03-27,2,27,3,2013,2013,0
"163",15369,"the book of david","dj quik","http://pitchfork.com/reviews/albums/15369-the-book-of-david/",8.4,1,"jayson greene","senior editor",2011-04-28,3,28,4,2011,2011,0
"164",18627,"double cup","dj rashad","http://pitchfork.com/reviews/albums/18627-dj-rashad-double-cup/",8.6,1,"larry fitzmaurice","contributor",2013-10-22,1,22,10,2013,2013,0
"165",20664,"surf","donnie trumpet & the social experiment","http://pitchfork.com/reviews/albums/20664-surf/",8.3,1,"david drake","contributor",2015-06-05,4,5,6,2015,2015,0
"166",20935,"compton","dr. dre","http://pitchfork.com/reviews/albums/20935-compton/",8.8,1,"jay balfour","contributor",2015-08-11,1,11,8,2015,2015,0
"167",20271,"if you're reading this it's too late","drake","http://pitchfork.com/reviews/albums/20271-if-youre-reading-this-its-too-late/",8.3,1,"craig jenkins","contributor",2015-02-17,1,17,2,2015,2015,0
"168",18511,"nothing was the same","drake","http://pitchfork.com/reviews/albums/18511-drake-nothing-was-the-same/",8.6,1,"jayson greene","senior editor",2013-09-23,0,23,9,2013,2013,0
"169",16039,"take care","drake","http://pitchfork.com/reviews/albums/16039-take-care/",8.6,1,"ryan dombal","senior editor",2011-11-14,0,14,11,2011,2011,0
"170",17084,"end of daze ep","dum dum girls","http://pitchfork.com/reviews/albums/17084-end-of-daze-ep/",8.3,1,"lindsay zoladz","contributor",2012-09-24,0,24,9,2012,2012,0
"171",2573,"ta det lugnt","dungen","http://pitchfork.com/reviews/albums/2573-ta-det-lugnt/",9.3,1,"brandon stosuy","contributor",2004-09-16,3,16,9,2004,2004,0
"172",21756,"sept. 5th","dvsn","http://pitchfork.com/reviews/albums/21756-sept-5th/",8.3,1,"ryan dombal","senior editor",2016-04-05,1,5,4,2016,2016,0
"173",18380,"doris","earl sweatshirt","http://pitchfork.com/reviews/albums/18380-earl-sweatshirt-doris/",8.3,1,"craig jenkins","contributor",2013-08-19,0,19,8,2013,2013,0
"174",2682,"beauty and the beat","edan","http://pitchfork.com/reviews/albums/2682-beauty-and-the-beat/",8.8,1,"peter macia","contributor",2005-04-18,0,18,4,2005,2005,0
"175",16641,"cancer for cure","el-p","http://pitchfork.com/reviews/albums/16641-cancer-for-cure/",8.5,1,"jeff weiss","contributor",2012-05-21,0,21,5,2012,2012,0
"176",11200,"alegranza!","el guincho","http://pitchfork.com/reviews/albums/11200-alegranza/",8.3,1,"tim finney",NA,2008-02-22,4,22,2,2008,2007,1
"177",411,"berlinette","ellen allien","http://pitchfork.com/reviews/albums/411-berlinette/",8.9,1,"nitsuh abebe","contributor",2003-11-10,0,10,11,2003,2003,0
"178",22173,"a mulher do fim do mundo (the woman at the end of the world)","elza soares","http://pitchfork.com/reviews/albums/22173-a-mulher-do-fim-do-mundo-the-woman-at-the-end-of-the-world/",8.4,1,"philip sherburne","contributing editor",2016-07-29,4,29,7,2016,2016,0
"179",15386,"past life martyred saints","ema","http://pitchfork.com/reviews/albums/15386-past-life-martyred-saints/",8.5,1,"nick neyland","contributor",2011-05-10,1,10,5,2011,2011,0
"180",14275,"does it look like i'm here?","emeralds","http://pitchfork.com/reviews/albums/14275-does-it-look-like-im-here/",8.3,1,"philip sherburne","contributing editor",2010-06-09,2,9,6,2010,2010,0
"181",20976,"me","empress of","http://pitchfork.com/reviews/albums/20976-me/",8.2,1,"stuart berman","contributor",2015-09-08,1,8,9,2015,2015,0
"182",21575,"emilys d+evolution","esperanza spalding","http://pitchfork.com/reviews/albums/21575-emilys-devolution/",8.6,1,"marcus j. moore","contributor",2016-03-04,4,4,3,2016,2016,0
"183",19891,"rips","ex hex","http://pitchfork.com/reviews/albums/19891-ex-hex-rips/",8.4,1,"aaron leitko","contributor",2014-10-10,4,10,10,2014,2014,0
"184",14011,"fang island","fang island","http://pitchfork.com/reviews/albums/14011-fang-island/",8.3,1,"ian cohen","contributor",2010-03-15,0,15,3,2010,2010,0
"185",20131,"i love you, honeybear","father john misty","http://pitchfork.com/reviews/albums/20131-i-love-you-honeybear/",8.8,1,"mike powell","contributor",2015-02-09,0,9,2,2015,2015,0
"186",10178,"the reminder","feist","http://pitchfork.com/reviews/albums/10178-the-reminder/",8.8,1,"ryan dombal","senior editor",2007-04-30,0,30,4,2007,2007,0
"187",12845,"fever ray","fever ray","http://pitchfork.com/reviews/albums/12845-fever-ray/",8.1,1,"mark pytlik","contributor",2009-03-20,4,20,3,2009,2009,0
"188",16732,"the idler wheel is wiser than the driver of the screw and whipping cords will serve you more than ropes will ever do","fiona apple","http://pitchfork.com/reviews/albums/16732-the-idler-wheel-is-wiser-than-the-driver-of-the-screw-and-whipping-cords-will-serve-you-more-than-ropes-will-ever-do/",9,1,"ryan dombal","senior editor",2012-06-18,0,18,6,2012,2012,0
"189",20985,"m3ll155x","fka twigs","http://pitchfork.com/reviews/albums/20985-m3ll155x/",8.6,1,"anupa mistry","contributor",2015-08-19,2,19,8,2015,2015,0
"190",19590,"lp1","fka twigs","http://pitchfork.com/reviews/albums/19590-twigs-lp1/",8.8,1,"philip sherburne","contributing editor",2014-08-11,0,11,8,2014,2014,0
"191",15363,"helplessness blues","fleet foxes","http://pitchfork.com/reviews/albums/15363-helplessness-blues/",8.8,1,"larry fitzmaurice","contributor",2011-05-02,0,2,5,2011,2011,0
"192",11587,"fleet foxes","fleet foxes","http://pitchfork.com/reviews/albums/11587-fleet-foxes/",9,1,"stephen m. deusner","contributor",2008-06-06,4,6,6,2008,2008,0
"193",11206,"sun giant ep","fleet foxes","http://pitchfork.com/reviews/albums/11206-sun-giant-ep/",8.7,1,"stephen m. deusner","contributor",2008-02-29,4,29,2,2008,2008,0
"194",21110,"elaenia","floating points","http://pitchfork.com/reviews/albums/21110-floating-points-elaenia/",8.4,1,"philip sherburne","contributing editor",2015-11-03,1,3,11,2015,2015,0
"195",19875,"you're dead!","flying lotus","http://pitchfork.com/reviews/albums/19875-flying-lotus-youre-dead/",8.3,1,"nate patrin","contributor",2014-10-06,0,6,10,2014,2014,0
"196",17115,"until the quiet comes","flying lotus","http://pitchfork.com/reviews/albums/17115-until-the-quiet-comes/",8.5,1,"mark richardson","executive editor",2012-10-01,0,1,10,2012,2012,0
"197",14198,"cosmogramma","flying lotus","http://pitchfork.com/reviews/albums/14198-cosmogramma/",8.8,1,"joe colly","contributor",2010-05-06,3,6,5,2010,2010,0
"198",12132,"los angeles","flying lotus","http://pitchfork.com/reviews/albums/12132-los-angeles/",8.5,1,"nate patrin","contributor",2008-08-29,4,29,8,2008,2008,0
"199",3130,"ether teeth","fog","http://pitchfork.com/reviews/albums/3130-ether-teeth/",8.4,1,"amanda petrusich","contributor",2003-05-20,1,20,5,2003,2003,0
"200",18401,"engravings","forest swords","http://pitchfork.com/reviews/albums/18401-forest-swords-engravings/",8.5,1,"marc masters","contributor",2013-08-27,1,27,8,2013,2013,0
"201",13861,"there is love in you","four tet","http://pitchfork.com/reviews/albums/13861-there-is-love-in-you/",8.6,1,"mark richardson","executive editor",2010-01-25,0,25,1,2010,2010,0
"202",3166,"rounds","four tet","http://pitchfork.com/reviews/albums/3166-rounds/",8.2,1,"andy beta","contributor",2003-05-04,6,4,5,2003,2003,0
"203",17552,"we are the 21st century ambassadors of peace & magic","foxygen","http://pitchfork.com/reviews/albums/17552-we-are-the-21st-century-ambassadors-of-peace-magic/",8.4,1,"jayson greene","senior editor",2013-01-22,1,22,1,2013,2013,0
"204",22295,"blonde","frank ocean","http://pitchfork.com/reviews/albums/22295-blonde-endless/",9,1,"ryan dombal","senior editor",2016-08-25,3,25,8,2016,2016,0
"205",16859,"channel orange","frank ocean","http://pitchfork.com/reviews/albums/16859-channel-orange/",9.5,1,"ryan dombal","senior editor",2012-07-12,3,12,7,2012,2012,0
"206",21765,"next thing","frankie cosmos","http://pitchfork.com/reviews/albums/21765-next-thing/",8.5,1,"kevin lozano","tracks coordinator",2016-04-01,4,1,4,2016,2016,0
"207",16304,"interstellar","frankie rose","http://pitchfork.com/reviews/albums/16304-frankie-rose-interstellar/",8.4,1,"jayson greene","senior editor",2012-02-21,1,21,2,2012,2012,0
"208",3279,"franz ferdinand","franz ferdinand","http://pitchfork.com/reviews/albums/3279-franz-ferdinand/",9.1,1,"brent dicrescenzo","contributor",2004-03-08,0,8,3,2004,2004,0
"209",18295,"slow focus","fuck buttons","http://pitchfork.com/reviews/albums/18295-fuck-buttons-slow-focus/",8.7,1,"jayson greene","senior editor",2013-07-22,0,22,7,2013,2013,0
"210",13617,"tarot sport","fuck buttons","http://pitchfork.com/reviews/albums/13617-tarot-sport/",9,1,"joe colly","contributor",2009-10-23,4,23,10,2009,2009,0
"211",11280,"street horrrsing","fuck buttons","http://pitchfork.com/reviews/albums/11280-street-horrrsing/",8.6,1,"marc masters","contributor",2008-03-17,0,17,3,2008,2008,0
"212",15513,"david comes to life","fucked up","http://pitchfork.com/reviews/albums/15513-david-comes-to-life/",8.6,1,"larry fitzmaurice","contributor",2011-06-08,2,8,6,2011,2011,0
"213",12320,"the chemistry of common life","fucked up","http://pitchfork.com/reviews/albums/12320-the-chemistry-of-common-life/",8.8,1,"ian cohen","contributor",2008-10-16,3,16,10,2008,2008,0
"214",9372,"transparent things","fujiya & miyagi","http://pitchfork.com/reviews/albums/9372-transparent-things/",8.3,1,"william bowers","contributor",2006-09-14,3,14,9,2006,2006,0
"215",20810,"dirty sprite 2","future","http://pitchfork.com/reviews/albums/20810-dirty-sprite-2/",8.4,1,"meaghan garvey","contributor",2015-07-22,2,22,7,2015,2015,0
"216",15403,"eye contact","gang gang dance","http://pitchfork.com/reviews/albums/15403-eye-contact/",8.5,1,"aaron leitko","contributor",2011-05-06,4,6,5,2011,2011,0
"217",3637,"fishscale","ghostface killah","http://pitchfork.com/reviews/albums/3637-fishscale/",9,1,"ryan dombal","senior editor",2006-03-27,0,27,3,2006,2006,0
"218",3447,"make it pop","giddy motors","http://pitchfork.com/reviews/albums/3447-make-it-pop/",8.3,1,"eric carr","contributor",2003-02-11,1,11,2,2003,2002,1
"219",13893,"i'm new here","gil scott-heron","http://pitchfork.com/reviews/albums/13893-im-new-here/",8.5,1,"nate patrin","contributor",2010-02-10,2,10,2,2010,2010,0
"220",9208,"night ripper","girl talk","http://pitchfork.com/reviews/albums/9208-night-ripper/",8.4,1,"sean fennessey","contributor",2006-07-17,0,17,7,2006,2006,0
"221",15811,"father, son, holy ghost","girls","http://pitchfork.com/reviews/albums/15811-father-son-holy-ghost/",9.3,1,"mark richardson","executive editor",2011-09-12,0,12,9,2011,2011,0
"222",14870,"broken dreams club ep","girls","http://pitchfork.com/reviews/albums/14870-broken-dreams-club-ep/",8.7,1,"david bevan","contributor",2010-11-18,3,18,11,2010,2010,0
"223",13477,"album","girls","http://pitchfork.com/reviews/albums/13477-album/",9.1,1,"tom breihan","contributor",2009-09-25,4,25,9,2009,2009,0
"224",17283,"allelujah! don't bend! ascend!","godspeed you! black emperor","http://pitchfork.com/reviews/albums/17283-allelujah-dont-bend-ascend/",9.3,1,"mark richardson","executive editor",2012-10-15,0,15,10,2012,2012,0
"225",13968,"a sufi and a killer","gonjasufi","http://pitchfork.com/reviews/albums/13968-a-sufi-and-a-killer/",8.4,1,"nate patrin","contributor",2010-03-04,3,4,3,2010,2010,0
"226",14008,"plastic beach","gorillaz","http://pitchfork.com/reviews/albums/14008-plastic-beach/",8.5,1,"sean fennessey","contributor",2010-03-10,2,10,3,2010,2010,0
"227",3544,"sumday","grandaddy","http://pitchfork.com/reviews/albums/3544-sumday/",8.1,1,"amanda petrusich","contributor",2003-06-08,6,8,6,2003,2003,0
"228",21264,"art angels","grimes","http://pitchfork.com/reviews/albums/21264-art-angels/",8.5,1,"jessica hopper","contributor",2015-11-10,1,10,11,2015,2015,0
"229",16211,"visions","grimes","http://pitchfork.com/reviews/albums/16211-grimes-visions/",8.5,1,"lindsay zoladz","contributor",2012-02-17,4,17,2,2012,2012,0
"230",17037,"shields","grizzly bear","http://pitchfork.com/reviews/albums/17037-shields/",9.1,1,"lindsay zoladz","contributor",2012-09-17,0,17,9,2012,2012,0
"231",13078,"veckatimest","grizzly bear","http://pitchfork.com/reviews/albums/13078-veckatimest/",9,1,"paul thompson","contributor",2009-05-26,1,26,5,2009,2009,0
"232",10871,"friend ep","grizzly bear","http://pitchfork.com/reviews/albums/10871-friend-ep/",8.5,1,"ryan schreiber","editor-in-chief",2007-11-06,1,6,11,2007,2007,0
"233",9365,"yellow house","grizzly bear","http://pitchfork.com/reviews/albums/9365-yellow-house/",8.7,1,"mark richardson","executive editor",2006-09-06,2,6,9,2006,2006,0
"234",19820,"ruins","grouper","http://pitchfork.com/reviews/albums/19820-grouper-ruins/",8.8,1,"philip sherburne","contributing editor",2014-10-28,1,28,10,2014,2014,0
"235",18574,"days are gone","haim","http://pitchfork.com/reviews/albums/18574-haim-days-are-gone/",8.3,1,"larry fitzmaurice","contributor",2013-09-30,0,30,9,2013,2013,0
"236",22313,"i had a dream that you were mine","hamilton leithauser, rostam","http://pitchfork.com/reviews/albums/22313-i-had-a-dream-that-you-were-mine/",8.3,1,"jillian mapes","senior editor",2016-09-23,4,23,9,2016,2016,0
"237",12005,"life...the best game in town","harvey milk","http://pitchfork.com/reviews/albums/12005-lifethe-best-game-in-town/",8.6,1,"grayson currin","contributor",2008-07-17,3,17,7,2008,2008,0
"238",11269,"hercules and love affair","hercules and love affair","http://pitchfork.com/reviews/albums/11269-hercules-and-love-affair/",9.1,1,"philip sherburne","contributing editor",2008-03-12,2,12,3,2008,2008,0
"239",11150,"03/07  09/07","high places","http://pitchfork.com/reviews/albums/11150-0307-0907/",8.3,1,"mike powell",NA,2008-02-14,3,14,2,2008,2008,0
"240",20457,"platform","holly herndon","http://pitchfork.com/reviews/albums/20457-holly-herndon-platform/",8.7,1,"winston cook-wilson","contributor",2015-05-21,3,21,5,2015,2015,0
"241",13908,"one life stand","hot chip","http://pitchfork.com/reviews/albums/13908-one-life-stand/",8.4,1,"scott plagenhoef","contributor",2010-02-08,0,8,2,2010,2010,0
"242",19433,"""what is this heart?""","how to dress well","http://pitchfork.com/reviews/albums/19433-how-to-dress-well-what-is-this-heart/",8.8,1,"ian cohen","contributor",2014-06-23,0,23,6,2014,2014,0
"243",17046,"total loss","how to dress well","http://pitchfork.com/reviews/albums/17046-total-loss/",8.4,1,"ian cohen","contributor",2012-09-20,3,20,9,2012,2012,0
"244",14678,"love remains","how to dress well","http://pitchfork.com/reviews/albums/14678-love-remains/",8.7,1,"mark richardson","executive editor",2010-09-24,4,24,9,2010,2010,0
"245",19311,"the moon rang like a bell","hundred waters","http://pitchfork.com/reviews/albums/19311-hundred-waters-the-moon-rang-like-a-bell/",8.3,1,"mark richardson","executive editor",2014-05-29,3,29,5,2014,2014,0
"246",9294,"let me introduce my friends","i'm from barcelona","http://pitchfork.com/reviews/albums/9294-let-me-introduce-my-friends/",8.4,1,"marc hogan","senior staff writer",2006-08-09,2,9,8,2006,2006,0
"247",19806,"plowing into the field of love","iceage","http://pitchfork.com/reviews/albums/19806-iceage-plowing-into-the-field-of-love/",8.5,1,"larry fitzmaurice","contributor",2014-10-09,3,9,10,2014,2014,0
"248",17623,"you're nothing","iceage","http://pitchfork.com/reviews/albums/17623-iceage-youre-nothing/",8.6,1,"brandon stosuy","contributor",2013-02-18,0,18,2,2013,2013,0
"249",15576,"new brigade","iceage","http://pitchfork.com/reviews/albums/15576-new-brigade/",8.4,1,"david bevan","contributor",2011-06-29,2,29,6,2011,2011,0
"250",4116,"antics","interpol","http://pitchfork.com/reviews/albums/4116-antics/",8.5,1,"david moore","contributor",2004-09-26,6,26,9,2004,2004,0
"251",10691,"the shepherd's dog","iron & wine","http://pitchfork.com/reviews/albums/10691-the-shepherds-dog/",8.6,1,"joe tangari","contributor",2007-09-25,1,25,9,2007,2007,0
"252",4127,"our endless numbered days","iron & wine","http://pitchfork.com/reviews/albums/4127-our-endless-numbered-days/",8.6,1,"amanda petrusich","contributor",2004-03-28,6,28,3,2004,2004,0
"253",13009,"wavering radiant","isis","http://pitchfork.com/reviews/albums/13009-wavering-radiant/",8.5,1,"roque strew",NA,2009-05-14,3,14,5,2009,2009,0
"254",4170,"return to the sea","islands","http://pitchfork.com/reviews/albums/4170-return-to-the-sea/",8.4,1,"john motley",NA,2006-04-05,2,5,4,2006,2006,0
"255",4164,"we are monster","isole","http://pitchfork.com/reviews/albums/4164-we-are-monster/",8.4,1,"nick sylvester","contributor",2005-06-14,1,14,6,2005,2005,0
"256",21906,"the colour in anything","james blake","http://pitchfork.com/reviews/albums/21906-the-colour-in-anything/",8.2,1,"kevin lozano","tracks coordinator",2016-05-10,1,10,5,2016,2016,0
"257",15081,"james blake","james blake","http://pitchfork.com/reviews/albums/15081-james-blake/",9,1,"grayson currin","contributor",2011-02-09,2,9,2,2011,2011,0
"258",14229,"cmyk ep","james blake","http://pitchfork.com/reviews/albums/14229-cmyk-ep/",8.3,1,"mike powell","contributor",2010-05-24,0,24,5,2010,2010,0
"259",20458,"in colour","jamie xx","http://pitchfork.com/reviews/albums/20458-in-colour/",9.3,1,"mark richardson","executive editor",2015-06-01,0,1,6,2015,2015,0
"260",22156,"heavn","jamila woods","http://pitchfork.com/reviews/albums/22156-heavn/",8.4,1,"kris ex","contributor",2016-07-21,3,21,7,2016,2016,0
"261",18470,"the electric lady","janelle mone","http://pitchfork.com/reviews/albums/18470-janelle-monae-the-electric-lady/",8.3,1,"jayson greene","senior editor",2013-09-10,1,10,9,2013,2013,0
"262",14271,"the archandroid","janelle mone","http://pitchfork.com/reviews/albums/14271-the-archandroid/",8.5,1,"matthew perpetua",NA,2010-05-20,3,20,5,2010,2010,0
"263",16564,"celebration rock","japandroids","http://pitchfork.com/reviews/albums/16564-japandroids-celebration-rock/",8.8,1,"ian cohen","contributor",2012-05-29,1,29,5,2012,2012,0
"264",12965,"post-nothing","japandroids","http://pitchfork.com/reviews/albums/12965-post-nothing/",8.3,1,"ian cohen","contributor",2009-04-27,0,27,4,2009,2009,0
"265",10879,"american gangster","jay z","http://pitchfork.com/reviews/albums/10879-american-gangster/",8.6,1,"tom breihan","contributor",2007-11-08,3,8,11,2007,2007,0
"266",4219,"the black album","jay z","http://pitchfork.com/reviews/albums/4219-the-black-album/",8,1,"the pitchfork staff",NA,2003-11-16,6,16,11,2003,2003,0
"267",15725,"watch the throne","jay z, kanye west","http://pitchfork.com/reviews/albums/15725-watch-the-throne/",8.5,1,"tom breihan","contributor",2011-08-11,3,11,8,2011,2011,0
"268",22314,"blood bitch","jenny hval","http://pitchfork.com/reviews/albums/22314-blood-bitch/",8.3,1,"jenn pelly","associate reviews editor",2016-10-04,1,4,10,2016,2016,0
"269",10620,"night falls over kortedala","jens lekman","http://pitchfork.com/reviews/albums/10620-night-falls-over-kortedala/",9,1,"marc hogan","senior staff writer",2007-09-05,2,5,9,2007,2007,0
"270",4970,"oh you're so silent jens","jens lekman","http://pitchfork.com/reviews/albums/4970-oh-youre-so-silent-jens/",8.5,1,"amy phillips","news director",2005-11-27,6,27,11,2005,2005,0
"271",21340,"late nights: the album","jeremih","http://pitchfork.com/reviews/albums/21340-late-nights-the-album/",8.3,1,"meaghan garvey","contributor",2015-12-09,2,9,12,2015,2015,0
"272",16938,"devotion","jessie ware","http://pitchfork.com/reviews/albums/16938-devotion/",8.5,1,"ryan dombal","senior editor",2012-08-17,4,17,8,2012,2012,0
"273",4275,"virulegu forsetar","jhann jhannsson","http://pitchfork.com/reviews/albums/4275-virulegu-forsetar/",8.8,1,"mark richardson","executive editor",2004-11-23,1,23,11,2004,2004,0
"274",4274,"englabrn","jhann jhannsson","http://pitchfork.com/reviews/albums/4274-englaborn/",8.9,1,"andy beta","contributor",2003-03-05,2,5,3,2003,2002,1
"275",13326,"jj n 2","jj","http://pitchfork.com/reviews/albums/13326-jj-n-2/",8.6,1,"marc hogan","senior staff writer",2009-07-17,4,17,7,2009,2009,0
"276",20450,"dark energy","jlin","http://pitchfork.com/reviews/albums/20450-dark-energy/",8.5,1,"anupa mistry","contributor",2015-04-02,3,2,4,2015,2015,0
"277",21913,"iiidrops","joey purp","http://pitchfork.com/reviews/albums/21913-iiidrops/",8.2,1,"kris ex","contributor",2016-06-03,4,3,6,2016,2016,0
"278",15596,"we must become the pitiless censors of ourselves","john maus","http://pitchfork.com/reviews/albums/15596-we-must-become-the-pitiless-censors-of-ourselves/",8.4,1,"david bevan","contributor",2011-07-08,4,8,7,2011,2011,0
"279",16249,"in","john talabot","http://pitchfork.com/reviews/albums/16249-fin/",8.5,1,"philip sherburne","contributing editor",2012-02-07,1,7,2,2012,2012,0
"280",18090,"immunity","jon hopkins","http://pitchfork.com/reviews/albums/18090-jon-hopkins-immunity/",8.5,1,"brian howe","contributor",2013-06-06,3,6,6,2013,2013,0
"281",20825,"have you in my wilderness","julia holter","http://pitchfork.com/reviews/albums/20825-have-you-in-my-wilderness/",8.4,1,"winston cook-wilson","contributor",2015-09-18,4,18,9,2015,2015,0
"282",18378,"loud city song","julia holter","http://pitchfork.com/reviews/albums/18378-julia-holter-loud-city-song/",8.6,1,"lindsay zoladz","contributor",2013-08-16,4,16,8,2013,2013,0
"283",16352,"ekstasis","julia holter","http://pitchfork.com/reviews/albums/16352-ekstasis/",8.6,1,"mark richardson","executive editor",2012-03-02,4,2,3,2012,2012,0
"284",14366,"mare","julian lynch","http://pitchfork.com/reviews/albums/14366-mare/",8.5,1,"joe colly","contributor",2010-06-28,0,28,6,2010,2010,0
"285",18408,"nepenthe","julianna barwick","http://pitchfork.com/reviews/albums/18408-julianna-barwick-nepenthe/",8.5,1,"lindsay zoladz","contributor",2013-08-23,4,23,8,2013,2013,0
"286",15147,"the magic place","julianna barwick","http://pitchfork.com/reviews/albums/15147-the-magic-place/",8.5,1,"mark richardson","executive editor",2011-02-23,2,23,2,2011,2011,0
"287",9301,"so this is goodbye","junior boys","http://pitchfork.com/reviews/albums/9301-so-this-is-goodbye/",9,1,"mark pytlik","contributor",2006-08-10,3,10,8,2006,2006,0
"288",4340,"last exit","junior boys","http://pitchfork.com/reviews/albums/4340-last-exit/",8.9,1,"scott plagenhoef","contributor",2004-06-15,1,15,6,2004,2004,0
"289",17736,"the 20/20 experience","justin timberlake","http://pitchfork.com/reviews/albums/17736-justin-timberlake-the-2020-experience/",8.4,1,"ryan dombal","senior editor",2013-03-19,1,19,3,2013,2013,0
"290",22300,"sunergy","kaitlyn aurelia smith, suzanne ciani","http://pitchfork.com/reviews/albums/22300-sunergy/",8.4,1,"jenn pelly","associate reviews editor",2016-09-15,3,15,9,2016,2016,0
"291",21712,"a good night in the ghetto","kamaiyah","http://pitchfork.com/reviews/albums/21712-a-good-night-in-the-ghetto/",8.2,1,"jayson greene","senior editor",2016-03-24,3,24,3,2016,2016,0
"292",20557,"the epic","kamasi washington","http://pitchfork.com/reviews/albums/20557-the-epic/",8.6,1,"seth colter walls","contributor",2015-05-08,4,8,5,2015,2015,0
"293",21542,"the life of pablo","kanye west","http://pitchfork.com/reviews/albums/21542-the-life-of-pablo/",9,1,"jayson greene","senior editor",2016-02-15,0,15,2,2016,2016,0
"294",18172,"yeezus","kanye west","http://pitchfork.com/reviews/albums/18172-kanye-west-yeezus/",9.5,1,"ryan dombal","senior editor",2013-06-18,1,18,6,2013,2013,0
"295",14880,"my beautiful dark twisted fantasy","kanye west","http://pitchfork.com/reviews/albums/14880-my-beautiful-dark-twisted-fantasy/",10,1,"ryan dombal","senior editor",2010-11-22,0,22,11,2010,2010,0
"296",10658,"graduation","kanye west","http://pitchfork.com/reviews/albums/10658-graduation/",8.7,1,"mark pytlik","contributor",2007-09-11,1,11,9,2007,2007,0
"297",8768,"late registration","kanye west","http://pitchfork.com/reviews/albums/8768-late-registration/",9.5,1,"sean fennessey","contributor",2005-08-28,6,28,8,2005,2005,0
"298",8767,"the college dropout","kanye west","http://pitchfork.com/reviews/albums/8767-the-college-dropout/",8.2,1,"rob mitchum","contributor",2004-02-20,4,20,2,2004,2004,0
"299",22467,"before the dawn","kate bush","http://pitchfork.com/reviews/albums/22467-before-the-dawn/",8.5,1,"laura snapes","contributor",2016-11-28,0,28,11,2016,2016,0
"300",16067,"50 words for snow","kate bush","http://pitchfork.com/reviews/albums/16067-50-words-for-snow/",8.5,1,"ryan dombal","senior editor",2011-11-21,0,21,11,2011,2011,0
"301",20432,"hallucinogen ep","kelela","http://pitchfork.com/reviews/albums/20432-hallucinogen-ep/",8.3,1,"anupa mistry","contributor",2015-10-07,2,7,10,2015,2015,0
"302",18661,"cut 4 me","kelela","http://pitchfork.com/reviews/albums/18661-kelela-cut-4-me/",8.3,1,"miles raymer","contributor",2013-10-18,4,18,10,2013,2013,0
"303",21705,"untitled unmastered.","kendrick lamar","http://pitchfork.com/reviews/albums/21705-untitled-unmastered/",8.6,1,"kris ex","contributor",2016-03-08,1,8,3,2016,2016,0
"304",20390,"to pimp a butterfly","kendrick lamar","http://pitchfork.com/reviews/albums/20390-to-pimp-a-butterfly/",9.3,1,"craig jenkins","contributor",2015-03-19,3,19,3,2015,2015,0
"305",17253,"good kid, m.a.a.d city","kendrick lamar","http://pitchfork.com/reviews/albums/17253-good-kid-maad-city/",9.5,1,"jayson greene","senior editor",2012-10-23,1,23,10,2012,2012,0
"306",21287,"islah","kevin gates","http://pitchfork.com/reviews/albums/21287-islah/",8.5,1,"jayson greene","senior editor",2016-02-04,3,4,2,2016,2016,0
"307",21681,"singing saw","kevin morby","http://pitchfork.com/reviews/albums/21681-singing-saw/",8.3,1,"mark richardson","executive editor",2016-04-15,4,15,4,2016,2016,0
"308",16537,"r.a.p. music","killer mike","http://pitchfork.com/reviews/albums/16537-killer-mike-rap-music/",8.6,1,"ian cohen","contributor",2012-05-15,1,15,5,2012,2012,0
"309",20840,"blieve im goin down","kurt vile","http://pitchfork.com/reviews/albums/20840-kurt-vile-blieve-im-goin-down/",8.4,1,"mark richardson","executive editor",2015-09-22,1,22,9,2015,2015,0
"310",17851,"wakin on a pretty daze","kurt vile","http://pitchfork.com/reviews/albums/17851-kurt-vile-wakin-on-a-pretty-daze/",8.5,1,"jayson greene","senior editor",2013-04-10,2,10,4,2013,2013,0
"311",15174,"smoke ring for my halo","kurt vile","http://pitchfork.com/reviews/albums/15174-smoke-ring-for-my-halo/",8.4,1,"david bevan","contributor",2011-03-07,0,7,3,2011,2011,0
"312",16221,"mr. m","lambchop","http://pitchfork.com/reviews/albums/16221-lambchop-mr-m/",8.3,1,"mike powell","contributor",2012-02-22,2,22,2,2012,2012,0
"313",14257,"this is happening","lcd soundsystem","http://pitchfork.com/reviews/albums/14257-this-is-happening/",9.2,1,"ryan dombal","senior editor",2010-05-17,0,17,5,2010,2010,0
