"","reviewid","year"
"4936",17559,2013
"4937",17557,2013
"4938",17666,2013
"4939",17594,2013
"4940",17550,2013
"4941",17558,2013
"4942",17514,2013
"4943",17556,2013
"4944",17566,2013
"4945",17497,1994
"4946",17497,2012
"4947",17517,2013
"4948",17619,2013
"4949",17539,2013
"4950",17553,2013
"4951",17552,2013
"4952",17330,2012
"4953",17330,2002
"4954",17502,2013
"4955",17593,2013
"4956",17535,2013
"4957",17516,2013
"4958",17560,2013
"4959",17513,2013
"4960",17512,2013
"4961",17638,2012
"4962",17585,2013
"4963",17534,2008
"4964",17534,2013
"4965",17586,2012
"4966",17536,2013
"4967",17554,2013
"4968",17532,2013
"4969",17548,2013
"4970",17551,2013
"4971",17587,2013
"4972",17540,2013
"4973",17510,2006
"4974",17510,2013
"4975",17519,2012
"4976",17530,2013
"4977",17528,2012
"4978",17431,2013
"4979",17529,2013
"4980",17533,2013
"4981",17518,2012
"4982",17531,2013
"4983",17496,2013
"4984",17501,2013
"4985",17405,2012
"4986",17545,2013
"4987",17509,2013
"4988",17543,2012
"4989",17504,2009
"4990",17504,2012
"4991",17526,2012
"4992",17486,2012
"4993",17541,2013
"4994",17542,2012
"4995",17508,1997
"4996",17508,2013
"4997",17455,2012
"4998",17418,2012
"4999",17500,2013
"5000",17520,2013
"5001",17437,1992
"5002",17437,2012
"5003",17511,2013
"5004",17521,2012
"5005",17478,2012
"5006",17425,2012
"5007",17525,2012
"5008",17489,2013
"5009",17490,2012
"5010",17507,2012
"5011",17432,2012
"5012",17515,2013
"5013",17326,2012
"5014",17326,1977
"5015",17424,2012
"5016",17461,2012
"5017",17485,2012
"5018",17498,2012
"5019",17468,2012
"5020",17442,2012
"5021",17472,2012
"5022",17417,2012
"5023",17492,2013
"5024",17491,2001
"5025",17491,2012
"5026",17494,2012
"5027",17503,2012
"5028",17404,2012
"5029",17505,2013
"5030",17506,2012
"5031",17488,2012
"5032",17483,2012
"5033",17443,2012
"5034",17477,2012
"5035",17487,2012
"5036",17471,2012
"5037",17421,2012
"5038",17423,2012
"5039",17391,2012
"5040",17493,2012
"5041",17475,2012
"5042",17460,2012
"5043",17450,2012
"5044",17407,2012
"5045",17407,2000
"5046",17406,2012
"5047",17469,2012
"5048",17470,2012
"5049",17377,2012
"5050",17386,2012
"5051",17295,2012
"5052",17441,2012
"5053",17416,2012
"5054",17378,2012
"5055",17294,2012
"5056",17429,2012
"5057",17430,2012
"5058",17481,2012
"5059",17355,2012
"5060",17482,2012
"5061",17480,2012
"5062",17464,2012
"5063",17467,2012
"5064",17447,2012
"5065",17393,2012
"5066",17439,1996
"5067",17439,2012
"5068",17451,2012
"5069",17364,2012
"5070",17435,2012
"5071",17389,2012
"5072",17389,1995
"5073",17474,2012
"5074",17359,2012
"5075",17413,2012
"5076",17453,2012
"5077",17324,2012
"5078",17324,2002
"5079",17476,2012
"5080",17446,2012
"5081",17385,2012
"5082",17382,2012
"5083",17387,2012
"5084",17457,2012
"5085",17444,2012
"5086",17411,2012
"5087",17381,2012
"5088",17384,2012
"5089",17327,2012
"5090",17325,2012
"5091",17340,2012
"5092",17463,2012
"5093",17376,2012
"5094",17466,2012
"5095",17448,2012
"5096",17317,2012
"5097",17302,2012
"5098",17434,2012
"5099",17434,1992
"5100",17329,2012
"5101",17454,2012
"5102",17408,2012
"5103",17458,2012
"5104",17373,2012
"5105",17374,2012
"5106",17363,2012
"5107",17459,2012
"5108",17412,2012
"5109",17369,2012
"5110",17456,2012
"5111",17445,2012
"5112",17293,2012
"5113",17399,2012
"5114",17370,2012
"5115",17301,2012
"5116",17352,2012
"5117",17414,2012
"5118",17440,2012
"5119",17129,2012
"5120",17356,2012
"5121",17251,2012
"5122",17415,2012
"5123",17214,2012
"5124",17064,2012
"5125",17375,2012
"5126",17328,2012
"5127",17292,2012
"5128",17360,2012
"5129",17300,2012
"5130",17350,2012
"5131",17362,2012
"5132",17366,2012
"5133",17403,2012
"5134",17297,2012
"5135",17279,2012
"5136",17296,2012
"5137",17299,2012
"5138",17217,2012
"5139",17320,2012
"5140",17304,2012
"5141",17396,2012
"5142",17201,2012
"5143",17353,2012
"5144",17280,2012
"5145",17365,2012
"5146",17298,2012
"5147",17146,2012
"5148",17401,2012
"5149",17272,2012
"5150",17321,2012
"5151",17409,2012
"5152",17343,1977
"5153",17343,2012
"5154",17318,2012
"5155",17269,2012
"5156",17278,2012
"5157",17380,2012
"5158",17290,2012
"5159",17367,2012
"5160",17433,2012
"5161",17277,2012
"5162",17349,2012
"5163",17395,2012
"5164",17319,2012
"5165",17291,2012
"5166",17397,2012
"5167",17259,2012
"5168",17354,2012
"5169",17312,2012
"5170",17303,2012
"5171",17274,2012
"5172",17265,2012
"5173",17400,2012
"5174",17314,2012
"5175",17273,2012
"5176",17276,2012
"5177",17331,2012
"5178",17268,2012
"5179",17398,2012
"5180",17402,2012
"5181",17207,2012
"5182",17204,1992
"5183",17204,2012
"5184",17289,2012
"5185",17313,2012
"5186",17209,2012
"5187",17211,2012
"5188",17181,2012
"5189",17271,2012
"5190",17286,2012
"5191",17182,2012
"5192",17315,2012
"5193",17254,2012
"5194",17225,2012
"5195",17334,2012
"5196",17213,2012
"5197",17215,2012
"5198",17203,2012
"5199",17270,2012
"5200",17338,2012
"5201",17205,2012
"5202",17206,2012
"5203",17208,2012
"5204",17210,2012
"5205",17219,2012
"5206",17262,2012
"5207",17134,2012
"5208",17332,2012
"5209",17339,2012
"5210",17336,2012
"5211",17220,2012
"5212",17335,2012
"5213",17257,2012
"5214",17123,2012
"5215",17346,2012
"5216",17258,2012
"5217",17067,2012
"5218",17171,2012
"5219",17221,2012
"5220",17337,2012
"5221",17253,2012
"5222",17344,2012
"5223",17218,2012
"5224",17222,2012
"5225",17311,2012
"5226",17174,2012
"5227",17223,2012
"5228",17255,2012
"5229",17224,2012
"5230",17322,2012
"5231",17305,2012
"5232",17266,2012
"5233",17197,2012
"5234",17184,2012
"5235",17284,2012
"5236",16745,2012
"5237",17250,2012
"5238",17178,2012
"5239",17248,2012
"5240",17238,2012
"5241",17179,2012
"5242",17247,2012
"5243",17188,2012
"5244",17180,2012
"5245",17173,2012
"5246",17183,2012
"5247",17252,2012
"5248",17177,2012
"5249",17122,2012
"5250",17105,2012
"5251",17283,2012
"5252",17176,2012
"5253",17175,2012
"5254",17307,2012
"5255",17309,2012
"5256",17132,2012
"5257",17119,2012
"5258",17199,2012
"5259",17229,2012
"5260",17245,2012
"5261",17135,2012
"5262",17243,2012
"5263",17243,1998
"5264",17007,2012
"5265",17230,2012
"5266",17242,2012
"5267",17170,2012
"5268",17200,2012
"5269",17172,2012
"5270",17282,2012
"5271",17231,2012
"5272",17133,2012
"5273",17136,2012
"5274",17158,2012
"5275",17198,2012
"5276",17241,2012
"5277",17131,2012
"5278",17120,2012
"5279",17074,2012
"5280",17239,2012
"5281",17263,2012
"5282",17263,1989
"5283",17216,2012
"5284",17130,2012
"5285",17157,2012
"5286",17234,2012
"5287",17166,2012
"5288",17125,2012
"5289",17235,2012
"5290",17127,2012
"5291",17196,2012
"5292",17028,2012
"5293",17124,2012
"5294",17126,2012
"5295",17113,2012
"5296",17121,2012
"5297",17237,2012
"5298",17112,2012
"5299",17281,2012
"5300",17195,2012
"5301",17155,2012
"5302",17040,2012
"5303",17115,2012
"5304",17111,2012
"5305",17116,2012
"5306",17114,2012
"5307",17236,2012
"5308",17096,2012
"5309",17081,2012
"5310",17233,2012
"5311",17194,2012
"5312",17107,2012
"5313",17148,2012
"5314",17097,2012
"5315",17193,2012
"5316",17108,2012
"5317",17191,2012
"5318",17110,2012
"5319",17228,2012
"5320",17106,2012
"5321",17165,2012
"5322",17192,2012
"5323",17079,2012
"5324",17079,1987
"5325",17032,2012
"5326",17095,2012
"5327",17078,2012
"5328",17049,2012
"5329",17084,2012
"5330",17156,2012
"5331",17202,2012
"5332",17147,2012
"5333",17077,2012
"5334",17050,2012
"5335",16912,2012
"5336",17088,2012
"5337",17087,2012
"5338",17189,2012
"5339",17046,2012
"5340",16722,2012
"5341",17056,2012
"5342",17058,2012
"5343",17149,2012
"5344",17042,2012
"5345",17038,2012
"5346",16941,2012
"5347",17048,2012
"5348",17030,2012
"5349",16994,2012
"5350",17047,2012
"5351",17055,2012
"5352",17160,2012
"5353",17076,2012
"5354",17037,2012
"5355",17043,2012
"5356",17041,2012
"5357",17185,2012
"5358",17033,2012
"5359",17145,2012
"5360",16971,2012
"5361",17036,2012
"5362",17102,2012
"5363",17104,2012
"5364",17139,2012
"5365",17035,2012
"5366",17103,2012
"5367",16983,2012
"5368",17141,2012
"5369",17029,2012
"5370",17154,2012
"5371",17027,2012
"5372",16986,2012
"5373",17031,2012
"5374",17026,2012
"5375",16987,2012
"5376",17024,2012
"5377",16989,2012
"5378",16990,2012
"5379",17022,2012
"5380",17159,2012
"5381",16985,2012
"5382",17186,2012
"5383",16991,2012
"5384",16979,2012
"5385",17023,2012
"5386",16939,2012
"5387",17137,2012
"5388",17144,2012
"5389",16988,2012
"5390",16981,2012
"5391",16945,2012
"5392",17138,2012
"5393",16967,2012
"5394",16984,2012
"5395",17070,2012
"5396",16992,2012
"5397",17143,2012
"5398",17019,2012
"5399",16980,2012
"5400",16993,2012
"5401",16975,2012
"5402",16978,2012
"5403",17020,2012
"5404",16836,2002
"5405",16836,2012
"5406",17014,2012
"5407",16504,2012
"5408",17025,2012
"5409",17063,2012
"5410",17094,2012
"5411",16959,2012
"5412",17017,2012
"5413",17101,2012
"5414",16977,2012
"5415",17093,2012
"5416",16916,2012
"5417",16965,2012
"5418",16919,2012
"5419",17054,2012
"5420",16969,2012
"5421",16973,2012
"5422",17100,2012
"5423",17092,2012
"5424",17016,2012
"5425",16964,2012
"5426",16972,2012
"5427",17071,2012
"5428",16966,2012
"5429",16968,2012
"5430",16936,2012
"5431",17012,2012
"5432",17091,2012
"5433",17015,1980
"5434",17015,2012
"5435",17082,2012
"5436",17068,2012
"5437",16908,2012
"5438",17065,2012
"5439",17005,2012
"5440",17083,2012
"5441",16938,2012
"5442",17072,1992
"5443",17072,2012
"5444",16942,2012
"5445",16998,2012
"5446",16963,2012
"5447",16940,2012
"5448",16937,2012
"5449",16934,2012
"5450",16890,2012
"5451",17061,2012
"5452",16944,2012
"5453",16956,1994
"5454",16956,2012
"5455",17060,2012
"5456",17008,2012
"5457",17004,2012
"5458",16926,2012
"5459",17066,1996
"5460",17066,2012
"5461",16910,2012
"5462",16709,2012
"5463",17010,2012
"5464",16810,2012
"5465",17053,2012
"5466",17051,2012
"5467",17013,2012
"5468",16911,2012
"5469",16906,2012
"5470",16758,2012
"5471",17001,2012
"5472",16935,2012
"5473",17009,2012
"5474",16948,1977
"5475",16948,2012
"5476",16962,2012
"5477",17062,2012
"5478",16909,2012
"5479",17002,2012
"5480",16957,2012
"5481",16925,2012
"5482",16958,2012
"5483",16955,2012
"5484",16999,2012
"5485",16884,2003
"5486",16884,2012
"5487",16855,2012
"5488",16915,2012
"5489",16846,2012
"5490",16875,2012
"5491",16902,2012
"5492",17000,2012
"5493",16953,2012
"5494",16960,2012
"5495",16893,2012
"5496",17003,2012
"5497",16828,2012
"5498",16903,2012
"5499",16932,2012
"5500",16761,2012
"5501",16773,2012
"5502",16913,2012
"5503",16873,2012
"5504",16933,2012
"5505",16896,2012
"5506",16843,2012
"5507",16843,1986
"5508",16951,2012
"5509",16901,2012
"5510",16895,2012
"5511",16871,2012
"5512",16877,2012
"5513",16870,2012
"5514",16834,2012
"5515",16774,2012
"5516",16949,2012
"5517",16997,2012
"5518",16862,1992
"5519",16862,2012
"5520",16952,2012
"5521",16897,2012
"5522",16905,2012
"5523",16857,2012
"5524",16857,1995
"5525",16866,2012
"5526",16868,2012
"5527",16924,2012
"5528",16954,2012
"5529",16860,2012
"5530",16883,2012
"5531",16856,2012
"5532",16885,2012
"5533",16930,2012
"5534",16854,2012
"5535",16849,2012
"5536",16772,2012
"5537",16850,2012
"5538",16888,2012
"5539",16851,2012
"5540",16852,2012
"5541",16858,2012
"5542",16738,2012
"5543",16917,2012
"5544",16844,2012
"5545",16950,2012
"5546",16869,2012
"5547",16891,2012
"5548",16886,2012
"5549",16832,2012
"5550",16833,2012
"5551",16853,2012
"5552",16829,2012
"5553",16830,2012
"5554",16929,2012
"5555",16929,1994
"5556",16835,2012
"5557",16826,2012
"5558",16865,2012
"5559",16892,2012
"5560",16771,2012
"5561",16812,2012
"5562",16831,2012
"5563",16867,2012
"5564",16848,2012
"5565",16859,2012
"5566",16918,2012
"5567",16927,2012
"5568",16920,2012
"5569",16928,2012
"5570",16815,2012
"5571",16702,2012
"5572",16769,2012
"5573",16922,2012
"5574",16741,2012
"5575",16814,2012
"5576",16824,2012
"5577",16847,2012
"5578",16827,2012
"5579",16807,2012
"5580",16806,2012
"5581",16707,2012
"5582",16808,2012
"5583",16759,1984
"5584",16759,2012
"5585",16880,2012
"5586",16805,2012
"5587",16803,2012
"5588",16889,2012
"5589",16809,2012
"5590",16813,2012
"5591",16898,2012
"5592",16765,1968
"5593",16765,2012
"5594",16804,2012
"5595",16731,2012
"5596",16770,2012
"5597",16797,2012
"5598",16879,2012
"5599",16842,2011
"5600",16802,2012
"5601",16751,2012
"5602",16755,2012
"5603",16841,2012
"5604",16840,2012
"5605",16887,2012
"5606",16823,2012
"5607",16766,1990
"5608",16766,2012
"5609",16718,2012
"5610",16753,2012
"5611",16752,2012
"5612",16720,2012
"5613",16740,2012
"5614",16894,2012
"5615",16719,2012
"5616",16748,2012
"5617",16878,2012
"5618",16749,2012
"5619",16864,2012
"5620",16795,2012
"5621",16754,2012
"5622",16739,2012
"5623",16744,2012
"5624",16750,2012
"5625",16845,2012
"5626",16820,2012
"5627",16729,2012
"5628",16863,2012
"5629",16734,2012
"5630",16746,2012
"5631",16736,2012
"5632",16822,2012
"5633",16743,2012
"5634",16728,2012
"5635",16793,2012
"5636",16818,2012
"5637",16623,2012
"5638",16727,2012
"5639",16756,2012
"5640",16789,2012
"5641",16660,2012
"5642",16800,2012
"5643",16742,2012
"5644",16737,2012
"5645",16796,2012
"5646",16708,2012
"5647",16710,2012
"5648",16732,2012
"5649",16733,2012
"5650",16817,2012
"5651",16794,2012
"5652",16781,2012
"5653",16816,2012
"5654",16799,2012
"5655",16735,2012
"5656",16671,2012
"5657",16791,2012
"5658",16721,2012
"5659",16798,2012
"5660",16792,2012
"5661",16696,2012
"5662",16837,2012
"5663",16716,2012
"5664",16686,2012
"5665",16790,2012
"5666",16838,2012
"5667",16634,2012
"5668",16717,2012
"5669",16711,2012
"5670",16685,2012
"5671",16730,1985
"5672",16730,2012
"5673",16724,2012
"5674",16706,2012
"5675",16712,2012
"5676",16713,2012
"5677",16673,2012
"5678",16780,2012
"5679",16775,2012
"5680",16640,2012
"5681",16625,2012
"5682",16715,2012
"5683",16783,2012
"5684",16692,2012
"5685",16703,2012
"5686",16649,2012
"5687",16694,2012
"5688",16705,2012
"5689",16693,2012
"5690",16699,2012
"5691",16698,2012
"5692",16695,2012
"5693",16683,2012
"5694",16697,2012
"5695",16784,2012
"5696",16664,2012
"5697",16631,2012
"5698",16676,2012
"5699",16681,2012
"5700",16777,2012
"5701",16782,2012
"5702",16767,2012
"5703",16687,2012
"5704",16684,2012
"5705",16674,2012
"5706",16661,1985
"5707",16661,2012
"5708",16778,2012
"5709",16704,2012
"5710",16646,2012
"5711",16662,2012
"5712",16678,2012
"5713",16680,2012
"5714",16786,2012
"5715",16628,2012
"5716",16668,2012
"5717",16670,2012
"5718",16675,2012
"5719",16779,2012
"5720",16564,2012
"5721",16663,2012
"5722",16666,2012
"5723",16667,2012
"5724",16672,2012
"5725",16635,2012
"5726",16602,2012
"5727",16645,2012
"5728",16665,2012
"5729",16768,2012
"5730",16651,1971
"5731",16651,2012
"5732",16642,2012
"5733",16643,2012
"5734",16656,2012
"5735",16760,2012
"5736",16636,2012
"5737",16647,2012
"5738",16659,2012
"5739",16644,2012
"5740",16639,2012
"5741",16657,2012
"5742",16652,2012
"5743",16637,2012
"5744",16654,2012
"5745",16650,2012
"5746",16641,2012
"5747",16638,2012
"5748",16669,2012
"5749",16624,2012
"5750",16620,2012
"5751",16608,2012
"5752",16577,1981
"5753",16577,2012
"5754",16614,2012
"5755",16648,2012
"5756",16655,2012
"5757",16606,2012
"5758",16595,2012
"5759",16621,2012
"5760",16611,2012
"5761",16619,2012
"5762",16609,2012
"5763",16507,2012
"5764",16617,2012
"5765",16613,2012
"5766",16618,2012
"5767",16537,2012
"5768",16615,2012
"5769",16616,2012
"5770",16622,2012
"5771",16612,2012
"5772",16604,2012
"5773",16597,2012
"5774",16594,2012
"5775",16610,2012
"5776",16607,2012
"5777",16605,1988
"5778",16605,2012
"5779",16599,2011
"5780",16599,2012
"5781",16600,2012
"5782",16591,2012
"5783",16596,2012
"5784",16603,2012
"5785",16601,2012
"5786",16556,2012
"5787",16551,2012
"5788",16541,2012
"5789",16578,2012
"5790",16586,2012
"5791",16598,2012
"5792",16592,2012
"5793",16593,2012
"5794",16588,2012
"5795",16589,2012
"5796",16584,2012
"5797",16587,2012
"5798",16590,2012
"5799",16585,2012
"5800",16580,2012
"5801",16567,2012
"5802",16583,2012
"5803",16582,2012
"5804",16558,2012
"5805",16574,2012
"5806",16581,2012
"5807",16579,2012
"5808",16568,2012
"5809",16576,2012
"5810",16565,2012
"5811",16562,2012
"5812",16573,2012
"5813",16575,2012
"5814",16570,2012
"5815",16563,2012
"5816",16572,2012
"5817",16571,2012
"5818",16569,2012
"5819",16555,2012
"5820",16553,2012
"5821",16566,2012
"5822",16561,2012
"5823",16560,2012
"5824",16532,2012
"5825",16535,2012
"5826",16550,2012
"5827",16557,2012
"5828",16559,2012
"5829",16518,2012
"5830",16552,2012
"5831",16554,2012
"5832",16538,2012
"5833",16548,2012
"5834",16544,2012
"5835",16540,2012
"5836",16546,2011
"5837",16546,2012
"5838",16547,2012
"5839",16549,2012
"5840",16466,2012
"5841",16539,2012
"5842",16543,2012
"5843",16545,2012
"5844",16542,2012
"5845",16512,2012
"5846",16520,2012
"5847",16528,2012
"5848",16531,2012
"5849",16536,2012
"5850",16534,2012
"5851",16533,2012
"5852",16526,2012
"5853",16529,2012
"5854",16530,2012
"5855",16522,2012
"5856",16524,2001
"5857",16524,2012
"5858",16521,2012
"5859",16527,2012
"5860",16525,2012
"5861",16498,2012
"5862",16487,2012
"5863",16519,2012
"5864",16517,2012
"5865",16501,2012
"5866",16513,2012
"5867",16516,2012
"5868",16509,2012
"5869",16515,2012
"5870",16508,2012
"5871",16514,2012
"5872",16511,2012
"5873",16502,2012
"5874",16510,2012
"5875",16505,2012
"5876",16503,2012
"5877",16495,2012
"5878",16506,2012
"5879",16491,2012
"5880",16500,2012
"5881",16499,2012
"5882",16496,2012
"5883",16493,2012
"5884",16486,2012
"5885",16492,2012
"5886",16480,2012
"5887",16497,2012
"5888",16483,2012
"5889",16489,2012
"5890",16481,2012
"5891",16464,2012
"5892",16494,2012
"5893",16490,2012
"5894",16473,2012
"5895",16484,2012
"5896",16460,2012
"5897",16488,2012
"5898",16482,2012
"5899",16485,2012
"5900",16476,2012
"5901",16479,2012
"5902",16462,2012
"5903",16446,2012
"5904",16474,2012
"5905",16475,2012
"5906",16471,2012
"5907",16478,2012
"5908",16477,2012
"5909",16472,2012
"5910",16463,2012
"5911",16469,2012
"5912",16440,2012
"5913",16468,2012
"5914",16470,2012
"5915",16467,2012
"5916",16458,2012
"5917",16442,2012
"5918",16461,2012
"5919",16451,2012
"5920",16465,2012
"5921",16452,2012
"5922",16457,2012
"5923",16456,2012
"5924",16459,2012
"5925",16455,2012
"5926",16432,2012
"5927",16454,2012
"5928",16450,2012
"5929",16443,2012
"5930",16449,2012
"5931",16433,2012
"5932",16415,2012
"5933",16445,2012
"5934",16448,2012
"5935",16447,2012
"5936",16428,2012
"5937",16434,2012
"5938",16444,2012
"5939",16411,2012
"5940",16441,2012
"5941",16439,1988
"5942",16439,2012
"5943",16416,2012
"5944",16438,2012
"5945",16437,2012
"5946",16431,2012
"5947",16424,2012
"5948",16435,2012
"5949",16436,2012
"5950",16430,2012
"5951",16408,2012
"5952",16426,2012
"5953",16406,2012
"5954",16422,2012
"5955",16429,2012
"5956",16427,2012
"5957",16425,2012
"5958",16418,2012
"5959",16357,2012
"5960",16423,2012
"5961",16405,2012
"5962",16421,2012
"5963",16420,2012
"5964",16417,2012
"5965",16419,2012
"5966",16407,2012
"5967",16413,2012
"5968",16414,2012
"5969",16410,2012
"5970",16409,2012
"5971",16412,2012
"5972",16394,2012
"5973",16397,2012
"5974",16395,2012
"5975",16404,2012
"5976",16387,2012
"5977",16390,2012
"5978",16401,2012
"5979",16402,2012
"5980",16403,2012
"5981",16399,2012
"5982",16400,1987
"5983",16400,2012
"5984",16393,2012
"5985",16392,2012
"5986",16398,2012
"5987",16396,2012
"5988",16375,2012
"5989",16391,2012
"5990",16380,2012
"5991",16377,2012
"5992",16385,2012
"5993",16378,2012
"5994",16379,2012
"5995",16388,2012
"5996",16386,2012
"5997",16389,2012
"5998",16365,2012
"5999",16384,2012
"6000",16381,2012
"6001",16382,2012
"6002",16383,2012
"6003",16373,2012
"6004",16362,2012
"6005",16376,2012
"6006",16370,2012
"6007",16301,2012
"6008",16369,2012
"6009",16374,2012
"6010",16372,2012
"6011",16371,2012
"6012",16363,2012
"6013",16360,2012
"6014",16311,2012
"6015",16367,2012
"6016",16368,2012
"6017",16366,2012
"6018",16364,2012
"6019",16359,2012
"6020",16355,2012
"6021",16354,2012
"6022",16361,2012
"6023",16356,2012
"6024",16344,2012
"6025",16351,2012
"6026",16358,2012
"6027",16324,2012
"6028",16295,2012
"6029",16347,2012
"6030",16353,2012
"6031",16308,2012
"6032",16327,2012
"6033",16352,2012
"6034",16341,2012
"6035",16350,2012
"6036",16348,2012
"6037",16349,2012
"6038",16345,2012
"6039",16337,2012
"6040",16334,2012
"6041",16343,2012
"6042",16346,2012
"6043",16339,2012
"6044",16333,2012
"6045",16338,2012
"6046",16340,2012
"6047",16329,2012
"6048",16336,2012
"6049",16326,2012
"6050",16332,2012
"6051",16342,2012
"6052",16309,2012
"6053",16335,2012
"6054",16312,2012
"6055",16328,2012
"6056",16317,2012
"6057",16330,2012
"6058",16331,2012
"6059",16248,2012
"6060",16320,2012
"6061",16325,2012
"6062",16313,2012
"6063",16307,2012
"6064",16314,2012
"6065",16321,2012
"6066",16323,2012
"6067",16322,2012
"6068",16221,2012
"6069",16306,2012
"6070",16318,2012
"6071",16319,2012
"6072",16300,2012
"6073",16304,2012
"6074",16315,2012
"6075",16316,2012
"6076",16310,2012
"6077",16272,2012
"6078",16297,2012
"6079",16256,2012
"6080",16281,2012
"6081",16305,2012
"6082",16291,2012
"6083",16211,2012
"6084",16294,2012
"6085",16302,2012
"6086",16299,2012
"6087",16303,2012
"6088",16277,2012
"6089",16280,2012
"6090",16298,2012
"6091",16293,2012
"6092",16296,2012
"6093",16292,2012
"6094",16287,2012
"6095",16284,2012
"6096",16289,2012
"6097",16285,2012
"6098",16283,2012
"6099",16288,2012
"6100",16290,2012
"6101",16286,2012
"6102",16282,2011
"6103",16252,2012
"6104",16264,2012
"6105",16279,2012
"6106",16278,2012
"6107",16276,2012
"6108",16270,2012
"6109",16267,2012
"6110",16225,2012
"6111",16273,2012
"6112",16275,2012
"6113",16261,2012
"6114",16238,2012
"6115",16271,2012
"6116",16268,2012
"6117",16269,2012
"6118",16255,2012
"6119",16266,2012
"6120",16262,2012
"6121",16263,2012
"6122",16254,2012
"6123",16249,2012
"6124",16253,2012
"6125",16257,2012
"6126",16242,2012
"6127",16260,2012
"6128",16250,2012
"6129",16244,2012
"6130",16245,2012
"6131",16247,2012
"6132",16251,2012
"6133",16246,2012
"6134",16230,2012
"6135",16239,2012
"6136",16231,2012
"6137",16243,2012
"6138",16227,2012
"6139",16222,2012
"6140",16189,2012
"6141",16240,2012
"6142",16241,2012
"6143",16228,2012
"6144",16209,2012
"6145",16236,2012
"6146",16237,2012
"6147",16232,2012
"6148",16233,2012
"6149",16234,2012
"6150",16235,2011
"6151",16229,2012
"6152",16226,2012
"6153",16223,2012
"6154",16208,2012
"6155",16219,2012
"6156",16224,2012
"6157",16217,2012
"6158",16216,2012
"6159",16220,2012
"6160",16214,2012
"6161",16218,2012
"6162",16215,2012
"6163",16199,2012
"6164",16213,2012
"6165",16212,2012
"6166",16210,2012
"6167",16142,2012
"6168",16197,2012
"6169",16207,2012
"6170",16202,2011
"6171",16200,2011
"6172",16203,2012
"6173",16201,2012
"6174",16204,2012
"6175",16198,2012
"6176",16205,2012
"6177",16206,2012
"6178",16158,2012
"6179",16190,2012
"6180",16187,2012
"6181",16168,2012
"6182",16191,2011
"6183",16183,2012
"6184",16196,2012
"6185",16193,2011
"6186",16195,2011
"6187",16184,2012
"6188",16194,2012
"6189",16178,2012
"6190",16161,2011
"6191",16147,2011
"6192",16192,2012
"6193",16176,2012
"6194",16179,2012
"6195",16186,2011
"6196",16188,2012
"6197",16185,2012
"6198",16180,2011
"6199",16174,2012
"6200",16182,2012
"6201",16181,2012
"6202",16177,2011
"6203",16122,2012
"6204",16170,2012
"6205",16173,2012
"6206",16167,2012
"6207",16136,2011
"6208",16172,2012
"6209",16175,2011
"6210",16171,2011
"6211",16127,2012
"6212",16159,2012
"6213",16152,2011
"6214",16138,2012
"6215",16146,2011
"6216",16166,2011
"6217",16169,2011
"6218",16162,2011
"6219",16143,2011
"6220",16154,2011
"6221",16165,2011
"6222",16117,2011
"6223",16156,2011
"6224",16163,2011
"6225",16118,2011
"6226",16153,2011
"6227",16155,2011
"6228",16160,2011
"6229",16157,2011
"6230",16137,2012
"6231",16125,2012
"6232",16150,2011
"6233",16148,2011
"6234",16120,2011
"6235",16151,2011
"6236",16144,2011
"6237",16149,2011
"6238",16139,2011
"6239",16141,2011
"6240",16133,2011
"6241",16129,2011
"6242",16123,2011
"6243",16131,2012
"6244",16145,2011
"6245",16132,2011
"6246",16128,2011
"6247",16126,2011
"6248",16134,2011
"6249",16140,2011
"6250",16130,2000
"6251",16130,2011
"6252",16124,2011
"6253",16119,2011
"6254",16112,2011
"6255",16075,1971
"6256",16075,2011
"6257",16116,2011
"6258",16111,2011
"6259",16110,2011
"6260",16115,2011
"6261",16114,2011
"6262",16113,2011
"6263",16109,2011
"6264",16037,2011
"6265",16108,1977
"6266",16108,2011
"6267",16094,2011
"6268",16099,2011
"6269",16101,2011
"6270",16106,2011
"6271",16102,2011
"6272",16107,2011
"6273",16105,2011
"6274",16100,2011
"6275",16095,2011
"6276",16104,2011
"6277",16097,2011
"6278",16096,2011
"6279",16080,2011
"6280",16089,2011
"6281",16098,2011
"6282",16074,2011
"6283",16084,2011
"6284",16078,2011
"6285",16066,2011
"6286",16092,2011
"6287",16081,2011
"6288",16087,2011
"6289",16093,2011
"6290",16090,2011
"6291",16086,2011
"6292",16083,2011
"6293",16091,2011
"6294",16079,2011
"6295",16088,2011
"6296",16077,2011
"6297",16082,2011
"6298",16085,2011
"6299",15972,2011
"6300",16076,2011
"6301",16059,2011
"6302",16073,2011
"6303",16071,2011
"6304",16043,2011
"6305",16065,2011
"6306",16072,2011
"6307",16070,2011
"6308",16050,2011
"6309",16061,2011
"6310",16069,2011
"6311",16062,2011
"6312",16013,2011
"6313",16068,2011
"6314",16064,2011
"6315",16060,2011
"6316",16067,2011
"6317",16053,2011
"6318",16057,2011
"6319",16056,2011
"6320",16040,2011
"6321",16027,2011
"6322",16063,2011
"6323",16049,2011
"6324",16052,2011
"6325",16058,2011
"6326",16047,1996
"6327",16047,2011
"6328",16054,2011
"6329",16055,2011
"6330",16046,2011
"6331",16051,2011
"6332",16041,2011
"6333",16036,2011
"6334",16042,2011
